product_id,product_name,category,subcategory,brand,price,description,style_tags,color,sizes_available,rating,review_count,created_at,is_new_arrival
PROD-1182,PrismLine Windbreaker - Black,Outerwear,Windbreaker,PrismLine,188.31,A versatile windbreaker by PrismLine. Perfect for active lifestyles.,"[""casual"", ""preppy"", ""athleisure"", ""eco-friendly""]",Black,"[""L"", ""XXL"", ""M"", ""S"", ""XL""]",3.0,228,2025-12-25 23:45:47,False
PROD-1183,CoastalThreads Sundress - Black,Dresses,Sundress,CoastalThreads,103.56,A trendy sundress by CoastalThreads. Perfect for active lifestyles.,"[""luxury"", ""classic"", ""retro"", ""boho""]",Black,"[""XXL"", ""M"", ""XL"", ""S"", ""L""]",3.2,197,2024-08-20 21:46:09,False
PROD-1184,TerraKnit Leather Belt - Sand,Accessories,Leather Belt,TerraKnit,203.5,A versatile leather belt by TerraKnit. Perfect for weekend getaways.,"[""classic"", ""luxury"", ""athleisure"", ""casual""]",Sand,"[""L"", ""XS"", ""S"", ""XXL"", ""XL"", ""M""]",5.0,692,2025-07-10 21:44:30,False
PROD-1185,PrismLine Slip-Ons - Navy,Shoes,Slip-Ons,PrismLine,227.45,A eco-friendly slip-ons by PrismLine. Perfect for special occasions.,"[""streetwear"", ""preppy"", ""athleisure""]",Navy,"[""XXL"", ""XS"", ""S"", ""L"", ""XL""]",4.5,767,2025-04-22 00:58:07,False
PROD-1186,VerdantCo Track Jacket - Blush,Activewear,Track Jacket,VerdantCo,35.02,A eco-friendly track jacket by VerdantCo. Perfect for everyday wear.,"[""preppy"", ""streetwear"", ""resort""]",Blush,"[""S"", ""XL"", ""XS"", ""M"", ""XXL"", ""L""]",4.3,428,2024-03-24 23:34:34,False
PROD-1187,NovaStitch Loafers - Charcoal,Shoes,Loafers,NovaStitch,108.58,A trendy loafers by NovaStitch. Perfect for weekend getaways.,"[""eco-friendly"", ""preppy"", ""athleisure""]",Charcoal,"[""XXL"", ""S"", ""M"", ""L"", ""XS""]",4.4,9,2025-12-03 05:45:57,False
PROD-1188,PeakForm High-Top Sneakers - Rust,Shoes,High-Top Sneakers,PeakForm,141.43,A premium high-top sneakers by PeakForm. Perfect for weekend getaways.,"[""athleisure"", ""eco-friendly""]",Rust,"[""XS"", ""XXL"", ""S"", ""M"", ""L"", ""XL""]",3.9,334,2024-10-23 01:12:53,True
PROD-1189,NovaStitch Wide-Leg Jeans - Olive,Denim,Wide-Leg Jeans,NovaStitch,127.38,A classic wide-leg jeans by NovaStitch. Perfect for everyday wear.,"[""classic"", ""boho"", ""athleisure"", ""streetwear""]",Olive,"[""M"", ""XXL"", ""L""]",4.2,750,2025-06-08 19:24:26,False
PROD-1190,AuraWear Ankle Boots - Charcoal,Shoes,Ankle Boots,AuraWear,25.34,A classic ankle boots by AuraWear. Perfect for special occasions.,"[""athleisure"", ""edgy""]",Charcoal,"[""XL"", ""XXL"", ""S""]",3.4,131,2025-07-23 11:31:11,False
PROD-1191,VerdantCo Denim Shorts - Teal,Denim,Denim Shorts,VerdantCo,202.99,A trendy denim shorts by VerdantCo. Perfect for weekend getaways.,"[""casual"", ""eco-friendly"", ""resort"", ""streetwear""]",Teal,"[""L"", ""XS"", ""M"", ""S"", ""XL"", ""XXL""]",3.0,716,2024-01-15 10:53:55,False
PROD-1192,PrismLine Blouse - Burgundy,Tops,Blouse,PrismLine,163.23,A versatile blouse by PrismLine. Perfect for everyday wear.,"[""eco-friendly"", ""athleisure"", ""edgy"", ""streetwear""]",Burgundy,"[""L"", ""S"", ""XL""]",4.2,274,2024-11-09 06:55:17,False
PROD-1193,PeakForm Wrap Dress - Black,Dresses,Wrap Dress,PeakForm,85.65,A trendy wrap dress by PeakForm. Perfect for everyday wear.,"[""preppy"", ""minimalist"", ""resort"", ""classic""]",Black,"[""S"", ""XS"", ""XL"", ""M"", ""L"", ""XXL""]",3.0,664,2024-12-25 02:16:48,False
PROD-1194,AuraWear Bomber Jacket - Black,Outerwear,Bomber Jacket,AuraWear,258.62,A versatile bomber jacket by AuraWear. Perfect for weekend getaways.,"[""athleisure"", ""casual""]",Black,"[""XS"", ""XXL"", ""XL""]",3.7,146,2024-09-21 21:09:30,False
PROD-1195,VerdantCo Cover-Up - White,Swimwear,Cover-Up,VerdantCo,132.21,A versatile cover-up by VerdantCo. Perfect for weekend getaways.,"[""classic"", ""athleisure"", ""streetwear""]",White,"[""L"", ""S"", ""XS"", ""XXL"", ""M"", ""XL""]",4.9,111,2025-10-08 06:38:14,False
PROD-1196,AuraWear Cover-Up - Navy,Swimwear,Cover-Up,AuraWear,261.51,A classic cover-up by AuraWear. Perfect for weekend getaways.,"[""edgy"", ""classic"", ""eco-friendly"", ""casual""]",Navy,"[""XS"", ""L"", ""XL"", ""XXL"", ""M"", ""S""]",4.8,675,2025-05-03 03:38:23,True
PROD-1197,IronLoom Beanie - Teal,Accessories,Beanie,IronLoom,205.27,A versatile beanie by IronLoom. Perfect for weekend getaways.,"[""resort"", ""eco-friendly"", ""streetwear"", ""edgy""]",Teal,"[""XL"", ""XXL"", ""XS"", ""L""]",3.5,663,2024-08-31 18:40:35,False
PROD-1198,PeakForm Rash Guard - White,Swimwear,Rash Guard,PeakForm,291.63,A classic rash guard by PeakForm. Perfect for weekend getaways.,"[""classic"", ""minimalist"", ""resort""]",White,"[""S"", ""XS"", ""L"", ""XXL"", ""M"", ""XL""]",3.1,515,2025-11-25 11:54:27,False
PROD-1199,CoastalThreads Bikini Set - Sand,Swimwear,Bikini Set,CoastalThreads,20.04,A eco-friendly bikini set by CoastalThreads. Perfect for active lifestyles.,"[""casual"", ""retro"", ""luxury""]",Sand,"[""XXL"", ""L"", ""M"", ""S""]",3.2,60,2024-12-12 06:59:22,False
