event_id,customer_id,session_id,event_timestamp,event_type,page_url,product_id,category_browsed,search_term,device_type,referrer,time_on_page_seconds
EVT-759795B671F6,CUST-0467,SESS-959BCF2689,2026-03-02 14:28:28,search,/search?q=vintage+denim,,,vintage denim,desktop,instagram,225
EVT-6DD147834360,CUST-0132,SESS-B8C3BEE692,2026-03-03 07:04:17,product_view,/product/PROD-1144,PROD-1144,Swimwear,,mobile,facebook,50
EVT-DF802463D979,CUST-0347,SESS-B0B3616603,2026-03-03 01:50:03,product_view,/product/PROD-1115,PROD-1115,Outerwear,,mobile,affiliate,80
EVT-4FFED67801BC,CUST-0396,SESS-8C25A23CCE,2026-03-04 01:52:20,product_view,/product/PROD-1190,PROD-1190,Shoes,,mobile,tiktok,176
EVT-4BDA3373B4C6,CUST-0004,SESS-28D3C65846,2026-03-02 12:14:21,product_view,/product/PROD-1198,PROD-1198,Swimwear,,tablet,email_campaign,120
EVT-2BBF9450F79A,CUST-0181,SESS-C534D65E58,2026-03-02 20:09:05,remove_from_cart,/,PROD-1167,Shoes,,mobile,direct,149
EVT-810CD561A59F,CUST-0332,SESS-DB40D321A2,2026-03-03 06:34:25,search,/search?q=athleisure+set,,,athleisure set,mobile,facebook,247
EVT-44216581A000,CUST-0129,SESS-D167DCC15A,2026-03-04 14:16:34,wishlist_add,/,PROD-1104,Swimwear,,tablet,affiliate,52
EVT-ED54114441E8,CUST-0133,SESS-8C61B62BDE,2026-03-05 07:25:03,product_view,/product/PROD-1186,PROD-1186,Activewear,,desktop,facebook,70
EVT-F0C99E5CBE4F,CUST-0472,SESS-2599D8F3CD,2026-03-04 10:17:11,product_view,/product/PROD-1124,PROD-1124,Activewear,,tablet,affiliate,288
EVT-982616E5E439,CUST-0064,SESS-1F2AA5A353,2026-03-02 17:28:31,wishlist_add,/,PROD-1093,Swimwear,,desktop,instagram,299
EVT-024147867C57,CUST-0121,SESS-864C71A1AC,2026-03-04 14:07:33,category_browse,/category/accessories,,Accessories,,mobile,instagram,48
EVT-3C7089566B6B,CUST-0130,SESS-4A3C3F1840,2026-03-03 23:26:20,search,/search?q=running+shoes,,,running shoes,desktop,google,125
EVT-66AD953A900E,CUST-0160,SESS-9E45E9F2A8,2026-03-03 10:38:22,wishlist_add,/,PROD-1018,Shoes,,tablet,direct,269
EVT-3957D53397D9,CUST-0306,SESS-6E7533254F,2026-03-02 12:58:16,search,/search?q=yoga+pants,,,yoga pants,tablet,direct,161
EVT-493D3296DD0D,CUST-0401,SESS-4476D85A75,2026-03-03 22:22:32,page_view,/new-arrivals,,,,desktop,facebook,131
EVT-892D51A71CEB,CUST-0357,SESS-0875B19E95,2026-03-02 17:10:00,wishlist_add,/,PROD-1000,Tops,,desktop,facebook,18
EVT-3D43C7088E4D,CUST-0163,SESS-32D7E75E88,2026-03-02 18:24:48,remove_from_cart,/,PROD-1106,Outerwear,,desktop,email_campaign,41
EVT-83A00D76D61C,CUST-0113,SESS-117C6F26E6,2026-03-04 01:11:24,wishlist_add,/,PROD-1171,Tops,,mobile,direct,116
EVT-87B2D03E78C9,CUST-0403,SESS-2D80B3CF38,2026-03-03 11:57:08,wishlist_add,/,PROD-1162,Swimwear,,tablet,instagram,32
EVT-E2164231489C,CUST-0374,SESS-140E74A8B7,2026-03-05 10:18:30,product_view,/product/PROD-1047,PROD-1047,Swimwear,,desktop,facebook,267
EVT-25EF21D8634F,CUST-0059,SESS-797F24706B,2026-03-03 18:59:54,category_browse,/category/activewear,,Activewear,,mobile,email_campaign,165
EVT-966C7428ED55,CUST-0161,SESS-6D6B60EA4B,2026-03-04 06:58:00,search,/search?q=sustainable+fashion,,,sustainable fashion,tablet,instagram,127
EVT-5024553E575E,CUST-0114,SESS-C63A4338AE,2026-03-03 19:56:35,page_view,/new-arrivals,,,,tablet,tiktok,264
EVT-91F0CB5E478A,CUST-0278,SESS-5CDFEA8503,2026-03-05 02:36:34,product_view,/product/PROD-1173,PROD-1173,Swimwear,,mobile,tiktok,224
EVT-4576A91CD0AA,CUST-0451,SESS-1CC1DD2F38,2026-03-03 04:50:07,product_view,/product/PROD-1013,PROD-1013,Swimwear,,tablet,direct,258
EVT-98E1F49F37BF,CUST-0372,SESS-55018D43B1,2026-03-02 16:41:52,page_view,/account,,,,desktop,direct,254
EVT-DD24EC557D22,CUST-0022,SESS-E71DE63AAB,2026-03-03 08:10:00,product_view,/product/PROD-1180,PROD-1180,Denim,,mobile,affiliate,80
EVT-4D9D5C42D315,CUST-0377,SESS-4D8633BD4F,2026-03-03 06:35:31,page_view,/sale,,,,desktop,google,84
EVT-65DB1A312DE2,CUST-0022,SESS-E71DE63AAB,2026-03-03 02:40:34,wishlist_add,/,PROD-1193,Dresses,,desktop,instagram,148
EVT-624C482FBDDB,CUST-0370,SESS-F1D86C59D6,2026-03-03 10:23:47,add_to_cart,/,PROD-1128,Tops,,desktop,direct,98
EVT-14DBF8027129,CUST-0141,SESS-1722D4284D,2026-03-04 03:39:07,add_to_cart,/,PROD-1165,Tops,,tablet,direct,38
EVT-B583468AD182,CUST-0324,SESS-DBA3279267,2026-03-04 22:28:17,product_view,/product/PROD-1033,PROD-1033,Outerwear,,desktop,direct,211
EVT-1EFBA548D14D,CUST-0016,SESS-998379C1B4,2026-03-05 10:56:28,search,/search?q=white+sneakers,,,white sneakers,tablet,facebook,172
EVT-6D15E17DD976,CUST-0428,SESS-430BDFE393,2026-03-04 15:24:06,product_view,/product/PROD-1061,PROD-1061,Accessories,,desktop,email_campaign,294
EVT-F9C633E56E82,CUST-0391,SESS-6CC905A6C2,2026-03-03 19:04:02,page_view,/sale,,,,desktop,tiktok,41
EVT-2CD854BFB95D,CUST-0472,SESS-FA504C055D,2026-03-04 07:13:45,search,/search?q=vintage+denim,,,vintage denim,desktop,facebook,115
EVT-37BEEC153F00,CUST-0279,SESS-EC9D08D76D,2026-03-05 07:49:44,search,/search?q=crossbody+bag,,,crossbody bag,tablet,instagram,246
EVT-DFBBE159F119,CUST-0249,SESS-E59FD80C55,2026-03-04 20:52:29,search,/search?q=running+shoes,,,running shoes,tablet,tiktok,184
EVT-63ABA971ACCF,CUST-0146,SESS-13622FFD4A,2026-03-03 23:05:14,category_browse,/category/swimwear,,Swimwear,,desktop,facebook,256
EVT-907B3EE7E3BE,CUST-0353,SESS-29B57E0E7E,2026-03-04 04:59:09,category_browse,/category/shoes,,Shoes,,tablet,email_campaign,144
EVT-0D5A80D4BBBC,CUST-0223,SESS-B950B4A671,2026-03-03 05:01:06,wishlist_add,/,PROD-1105,Dresses,,mobile,email_campaign,265
EVT-1B428161D7E7,CUST-0472,SESS-FA504C055D,2026-03-03 20:01:33,product_view,/product/PROD-1074,PROD-1074,Swimwear,,desktop,email_campaign,292
EVT-3A6A97075247,CUST-0108,SESS-91A9E04630,2026-03-04 19:14:18,product_view,/product/PROD-1158,PROD-1158,Denim,,desktop,google,147
EVT-3C4D29884E5A,CUST-0085,SESS-D596BC7092,2026-03-03 07:26:26,category_browse,/category/activewear,,Activewear,,mobile,instagram,182
EVT-A6667C62F957,CUST-0263,SESS-B4F485302A,2026-03-04 10:38:05,add_to_cart,/,PROD-1015,Outerwear,,mobile,google,248
EVT-C0F0D443D78E,CUST-0347,SESS-C4B1B95BE7,2026-03-04 08:59:25,product_view,/product/PROD-1085,PROD-1085,Shoes,,tablet,email_campaign,282
EVT-03E569761BED,CUST-0043,SESS-C519339B56,2026-03-04 19:16:13,search,/search?q=leather+jacket,,,leather jacket,tablet,google,122
EVT-BBC3A7093EC0,CUST-0295,SESS-3E2B150EE4,2026-03-03 03:10:10,search,/search?q=denim+jacket,,,denim jacket,tablet,tiktok,4
EVT-7F07EE3C945F,CUST-0147,SESS-58831F9F2F,2026-03-04 23:40:10,wishlist_add,/,PROD-1185,Shoes,,mobile,tiktok,112
EVT-B5A00C0BB57E,CUST-0332,SESS-0786E78A04,2026-03-02 18:33:20,category_browse,/category/shoes,,Shoes,,desktop,email_campaign,284
EVT-93B2C2BA473B,CUST-0006,SESS-145567AC03,2026-03-04 17:14:26,wishlist_add,/,PROD-1096,Activewear,,desktop,tiktok,64
EVT-2E7772B7F292,CUST-0010,SESS-C5E61A711B,2026-03-03 18:05:18,wishlist_add,/,PROD-1198,Swimwear,,mobile,email_campaign,239
EVT-4CC27B662B59,CUST-0002,SESS-258D6346B3,2026-03-05 01:44:48,add_to_cart,/,PROD-1185,Shoes,,tablet,email_campaign,108
EVT-7E20459B94CE,CUST-0418,SESS-3CFCA57C07,2026-03-04 13:24:02,product_view,/product/PROD-1020,PROD-1020,Dresses,,mobile,instagram,158
EVT-4C82C49C27AE,CUST-0020,SESS-BC678F444B,2026-03-04 13:14:34,product_view,/product/PROD-1120,PROD-1120,Accessories,,desktop,email_campaign,151
EVT-FF9D4E97B669,CUST-0119,SESS-EB64C51B8E,2026-03-05 05:39:55,category_browse,/category/denim,,Denim,,mobile,direct,194
EVT-17F34FFC1C5B,CUST-0301,SESS-F46BCEAE5E,2026-03-03 14:34:13,category_browse,/category/activewear,,Activewear,,desktop,tiktok,269
EVT-AF0C1316E81B,CUST-0255,SESS-ACBC93248A,2026-03-04 10:12:37,product_view,/product/PROD-1038,PROD-1038,Outerwear,,tablet,google,8
EVT-BE6F3CC6F764,CUST-0461,SESS-B9FF7EBADA,2026-03-04 12:45:41,add_to_cart,/,PROD-1191,Denim,,mobile,affiliate,177
EVT-E95BC57C39F0,CUST-0266,SESS-17E9ABCCE7,2026-03-05 03:27:25,page_view,/sale,,,,desktop,direct,110
EVT-7D8292B4EA14,CUST-0353,SESS-A1F768A2EF,2026-03-02 20:25:55,category_browse,/category/denim,,Denim,,tablet,direct,6
EVT-ECFD71EACF62,CUST-0017,SESS-FB5EDD1F87,2026-03-05 07:34:57,search,/search?q=hiking+boots,,,hiking boots,mobile,direct,37
EVT-B9142608754F,CUST-0442,SESS-D99227F374,2026-03-03 02:06:11,category_browse,/category/tops,,Tops,,desktop,direct,210
EVT-C140466F565C,CUST-0013,SESS-845AB0F1C7,2026-03-03 09:21:22,product_view,/product/PROD-1074,PROD-1074,Swimwear,,tablet,tiktok,195
EVT-7DE581F19A5B,CUST-0402,SESS-B0D5558322,2026-03-04 15:08:44,add_to_cart,/,PROD-1151,Tops,,mobile,email_campaign,46
EVT-53FE0FB33FA0,CUST-0192,SESS-719FC21B8D,2026-03-03 04:45:30,product_view,/product/PROD-1194,PROD-1194,Outerwear,,tablet,affiliate,201
EVT-A55A5E09CA6F,CUST-0414,SESS-E5E2FD65AF,2026-03-03 11:53:40,add_to_cart,/,PROD-1117,Accessories,,desktop,affiliate,188
EVT-4285EF32FB78,CUST-0174,SESS-83BD51D037,2026-03-04 21:11:04,search,/search?q=black+jeans,,,black jeans,desktop,email_campaign,100
EVT-CE552BCE6CE7,CUST-0177,SESS-243A5AEDB7,2026-03-03 18:25:55,product_view,/product/PROD-1005,PROD-1005,Accessories,,desktop,instagram,123
EVT-537D75B9AC16,CUST-0353,SESS-29B57E0E7E,2026-03-02 23:27:41,wishlist_add,/,PROD-1161,Accessories,,desktop,email_campaign,225
EVT-CC104C57D2FC,CUST-0395,SESS-3E205C30EF,2026-03-03 15:27:51,search,/search?q=summer+dress,,,summer dress,tablet,facebook,62
EVT-08E846AA0539,CUST-0346,SESS-4B932D67C3,2026-03-04 19:10:52,add_to_cart,/,PROD-1081,Activewear,,tablet,email_campaign,21
EVT-C5ECF62CC65E,CUST-0187,SESS-DA679E830B,2026-03-03 09:03:12,product_view,/product/PROD-1163,PROD-1163,Accessories,,mobile,instagram,217
EVT-3F7059CE375E,CUST-0147,SESS-58831F9F2F,2026-03-04 02:20:03,category_browse,/category/swimwear,,Swimwear,,desktop,tiktok,56
EVT-8C6E308AAE05,CUST-0090,SESS-108FEF4FFD,2026-03-02 20:48:23,search,/search?q=athleisure+set,,,athleisure set,mobile,affiliate,233
EVT-7EF10A704D0F,CUST-0410,SESS-527643FF46,2026-03-05 03:03:22,page_view,/new-arrivals,,,,mobile,facebook,109
EVT-90DD764FE6F1,CUST-0014,SESS-3BA4AEECD9,2026-03-04 11:04:52,remove_from_cart,/,PROD-1176,Dresses,,desktop,tiktok,113
EVT-8B4105559E12,CUST-0041,SESS-83143E5CEA,2026-03-02 18:10:21,product_view,/product/PROD-1050,PROD-1050,Tops,,desktop,affiliate,168
EVT-CC3731DAB72F,CUST-0217,SESS-AA9985D43E,2026-03-04 08:10:31,add_to_cart,/,PROD-1156,Accessories,,tablet,google,23
EVT-6F1397F8BFF5,CUST-0320,SESS-3A4BA0B9A9,2026-03-03 12:57:00,product_view,/product/PROD-1102,PROD-1102,Denim,,desktop,affiliate,288
EVT-3F52495C9D74,CUST-0327,SESS-B52F1EBE2E,2026-03-05 08:20:31,product_view,/product/PROD-1063,PROD-1063,Tops,,mobile,direct,110
EVT-A51936B76D2B,CUST-0281,SESS-C45BC58DD8,2026-03-03 20:31:51,category_browse,/category/accessories,,Accessories,,desktop,facebook,40
EVT-4943D091B3E2,CUST-0434,SESS-BB3921580B,2026-03-02 19:56:55,category_browse,/category/denim,,Denim,,desktop,google,123
EVT-AA1B9C5B38EF,CUST-0268,SESS-4C143DD02B,2026-03-03 21:09:48,add_to_cart,/,PROD-1123,Tops,,desktop,direct,187
EVT-DCAF5011C632,CUST-0389,SESS-9042D6F291,2026-03-04 18:07:53,product_view,/product/PROD-1032,PROD-1032,Activewear,,tablet,instagram,141
EVT-9677A5BCEB70,CUST-0403,SESS-44D07700E5,2026-03-03 22:54:42,search,/search?q=white+sneakers,,,white sneakers,desktop,google,218
EVT-D6289FB37F87,CUST-0317,SESS-24F9DC4EEE,2026-03-03 11:54:57,category_browse,/category/swimwear,,Swimwear,,tablet,google,70
EVT-F9267A0211E1,CUST-0018,SESS-D04A087C2A,2026-03-03 10:15:47,remove_from_cart,/,PROD-1085,Shoes,,desktop,facebook,15
EVT-D412CEC47A49,CUST-0106,SESS-7212EAEDD8,2026-03-04 15:19:35,wishlist_add,/,PROD-1159,Swimwear,,tablet,tiktok,155
EVT-0702F834CF48,CUST-0133,SESS-8C61B62BDE,2026-03-05 07:24:43,wishlist_add,/,PROD-1188,Shoes,,tablet,instagram,196
EVT-461FDEF01973,CUST-0395,SESS-EA8A07F375,2026-03-03 17:23:42,add_to_cart,/,PROD-1146,Dresses,,desktop,google,123
EVT-C373793520AA,CUST-0453,SESS-DA8F04F025,2026-03-03 16:10:18,search,/search?q=boho+skirt,,,boho skirt,desktop,affiliate,282
EVT-B92550FA3275,CUST-0351,SESS-1B481CA0D8,2026-03-05 01:15:10,search,/search?q=sustainable+fashion,,,sustainable fashion,tablet,email_campaign,203
EVT-DF1189E0822B,CUST-0403,SESS-3CA60E7491,2026-03-04 01:49:07,page_view,/loyalty,,,,tablet,direct,121
EVT-B9891E4605A1,CUST-0380,SESS-39C5D6ABE0,2026-03-05 11:51:50,product_view,/product/PROD-1076,PROD-1076,Shoes,,mobile,email_campaign,125
EVT-7C8B852EB8E6,CUST-0211,SESS-CCAB82271A,2026-03-02 14:46:46,remove_from_cart,/,PROD-1190,Shoes,,tablet,email_campaign,149
EVT-B8BB7FF04D0D,CUST-0408,SESS-D09C381B24,2026-03-04 14:01:32,page_view,/sale,,,,desktop,tiktok,241
EVT-37E7018C11B9,CUST-0182,SESS-F35C87690C,2026-03-03 21:21:12,product_view,/product/PROD-1013,PROD-1013,Swimwear,,desktop,instagram,188
EVT-E467399210DB,CUST-0196,SESS-EA898F3A61,2026-03-03 13:01:09,category_browse,/category/shoes,,Shoes,,desktop,email_campaign,213
EVT-0E6109F310AA,CUST-0038,SESS-C2D9A4DF0F,2026-03-04 07:48:17,page_view,/sale,,,,desktop,direct,86
EVT-FE3C86B3037E,CUST-0371,SESS-58B53C4EB5,2026-03-03 08:11:23,add_to_cart,/,PROD-1014,Shoes,,desktop,tiktok,49
EVT-66C46F3797C2,CUST-0410,SESS-2EFCC2BD19,2026-03-04 08:29:17,product_view,/product/PROD-1031,PROD-1031,Dresses,,desktop,direct,6
EVT-5FAE4BED62C4,CUST-0155,SESS-EBB2CB6F9D,2026-03-04 03:46:06,add_to_cart,/,PROD-1043,Swimwear,,tablet,google,119
EVT-D753CD108B39,CUST-0204,SESS-4A0DDE4011,2026-03-04 02:05:52,search,/search?q=resort+wear,,,resort wear,tablet,facebook,61
EVT-28390B7CC16B,CUST-0453,SESS-550C5C4AA5,2026-03-04 04:45:55,page_view,/sale,,,,tablet,direct,248
EVT-D01F0C044C17,CUST-0310,SESS-61C466F8A2,2026-03-05 04:51:17,page_view,/loyalty,,,,desktop,google,57
EVT-FE989EA4B017,CUST-0124,SESS-211A950D81,2026-03-04 11:37:34,remove_from_cart,/,PROD-1172,Accessories,,tablet,instagram,91
EVT-E39E15E22588,CUST-0210,SESS-CA05936561,2026-03-05 10:31:02,search,/search?q=linen+pants,,,linen pants,tablet,direct,158
EVT-CEC3F77B1FA3,CUST-0453,SESS-9E498410AE,2026-03-04 23:18:29,search,/search?q=crossbody+bag,,,crossbody bag,mobile,affiliate,248
EVT-0FEE9B2AB6C7,CUST-0326,SESS-5A86F9E7E3,2026-03-04 01:46:33,product_view,/product/PROD-1103,PROD-1103,Accessories,,mobile,direct,211
EVT-84822481B6E6,CUST-0495,SESS-805E0DE4BF,2026-03-04 17:30:29,add_to_cart,/,PROD-1195,Swimwear,,tablet,direct,38
EVT-27F194A12BA0,CUST-0271,SESS-032E4FA150,2026-03-04 21:55:43,product_view,/product/PROD-1057,PROD-1057,Tops,,tablet,direct,109
EVT-50CF185719FD,CUST-0360,SESS-06FD83DCA9,2026-03-03 05:36:23,product_view,/product/PROD-1002,PROD-1002,Activewear,,mobile,instagram,212
EVT-6BE3EE70B2B2,CUST-0084,SESS-AD4AE1FDD8,2026-03-04 13:52:06,category_browse,/category/dresses,,Dresses,,desktop,google,132
EVT-E056FF7F5B34,CUST-0270,SESS-2A483FD4D8,2026-03-03 14:40:14,search,/search?q=workout+gear,,,workout gear,tablet,direct,234
EVT-A3AAB5F2D2B1,CUST-0018,SESS-9EB0251248,2026-03-03 04:23:01,category_browse,/category/dresses,,Dresses,,desktop,tiktok,130
EVT-4E99108A7456,CUST-0171,SESS-D45C366A4B,2026-03-04 11:19:11,remove_from_cart,/,PROD-1086,Activewear,,desktop,google,70
EVT-B427013DFF4C,CUST-0069,SESS-25C1DEEEF1,2026-03-03 15:41:30,add_to_cart,/,PROD-1043,Swimwear,,mobile,email_campaign,19
EVT-539F2727F0B5,CUST-0045,SESS-FA37111F69,2026-03-05 02:55:02,product_view,/product/PROD-1135,PROD-1135,Dresses,,tablet,instagram,133
EVT-3C6E8311410A,CUST-0341,SESS-A4DB53711E,2026-03-04 02:47:07,product_view,/product/PROD-1002,PROD-1002,Activewear,,mobile,affiliate,86
EVT-B7B7B9216B41,CUST-0012,SESS-67763FB7A3,2026-03-03 05:55:12,category_browse,/category/dresses,,Dresses,,desktop,google,150
EVT-7F19CAE71091,CUST-0424,SESS-DA10644C02,2026-03-03 17:04:56,category_browse,/category/dresses,,Dresses,,tablet,direct,23
EVT-0EE15C36E123,CUST-0023,SESS-AC80505896,2026-03-04 07:46:17,product_view,/product/PROD-1043,PROD-1043,Swimwear,,mobile,instagram,48
EVT-1BE02CA8D8B3,CUST-0207,SESS-7216302A17,2026-03-04 22:42:06,product_view,/product/PROD-1076,PROD-1076,Shoes,,mobile,tiktok,65
EVT-5871A8795879,CUST-0204,SESS-FF7B682FF6,2026-03-03 11:48:55,add_to_cart,/,PROD-1131,Dresses,,tablet,tiktok,77
EVT-548D861B6AA7,CUST-0311,SESS-383A586F06,2026-03-04 01:39:59,search,/search?q=cozy+hoodie,,,cozy hoodie,mobile,facebook,92
EVT-0D55CBFFE3AD,CUST-0324,SESS-AE041ABF23,2026-03-04 23:17:10,add_to_cart,/,PROD-1186,Activewear,,tablet,facebook,104
EVT-CA984BFB8896,CUST-0156,SESS-ED175F4EF4,2026-03-03 05:24:18,product_view,/product/PROD-1084,PROD-1084,Outerwear,,desktop,affiliate,162
EVT-D982AD6DAADA,CUST-0101,SESS-E6889E4720,2026-03-02 18:49:17,page_view,/account,,,,desktop,tiktok,167
EVT-FC20C1D282C6,CUST-0300,SESS-60EDEB58BD,2026-03-05 10:08:05,search,/search?q=hiking+boots,,,hiking boots,mobile,direct,92
EVT-966EFE37D0B6,CUST-0387,SESS-BDF7CEC641,2026-03-02 15:51:46,category_browse,/category/dresses,,Dresses,,desktop,google,10
EVT-8C8DDCB3A4F6,CUST-0141,SESS-AA1877DD7A,2026-03-04 02:55:51,product_view,/product/PROD-1078,PROD-1078,Shoes,,mobile,facebook,252
EVT-D98FCD9D6D27,CUST-0161,SESS-633B9A584B,2026-03-04 10:29:23,product_view,/product/PROD-1104,PROD-1104,Swimwear,,desktop,affiliate,74
EVT-8E2D5430AA8A,CUST-0140,SESS-3738F62718,2026-03-04 10:12:20,category_browse,/category/dresses,,Dresses,,desktop,facebook,188
EVT-DA301F3E1162,CUST-0183,SESS-87537B8B44,2026-03-04 18:27:03,search,/search?q=running+shoes,,,running shoes,mobile,affiliate,34
EVT-767846BEAAF0,CUST-0145,SESS-0C9D5F67FA,2026-03-03 08:25:17,wishlist_add,/,PROD-1188,Shoes,,desktop,direct,91
EVT-4F740752C5B6,CUST-0293,SESS-4C653DFF10,2026-03-03 10:02:34,category_browse,/category/denim,,Denim,,mobile,affiliate,265
EVT-8BE4E4D017A1,CUST-0413,SESS-0B76D1F4FA,2026-03-04 15:21:46,product_view,/product/PROD-1130,PROD-1130,Denim,,tablet,google,156
EVT-6B66EB6EA09C,CUST-0457,SESS-D9F7458898,2026-03-05 00:14:46,product_view,/product/PROD-1085,PROD-1085,Shoes,,mobile,tiktok,137
EVT-3B45C02AA1AC,CUST-0118,SESS-2B0F45C8ED,2026-03-04 09:50:43,category_browse,/category/dresses,,Dresses,,mobile,affiliate,275
EVT-726A8BF7C0EB,CUST-0448,SESS-D6686099C0,2026-03-04 22:41:55,search,/search?q=black+jeans,,,black jeans,desktop,facebook,264
EVT-EB4B28341CB8,CUST-0050,SESS-734D1AC5C2,2026-03-04 20:57:21,product_view,/product/PROD-1129,PROD-1129,Accessories,,desktop,facebook,235
EVT-362A2F10E30C,CUST-0220,SESS-41EB94487B,2026-03-03 05:49:49,product_view,/product/PROD-1189,PROD-1189,Denim,,desktop,affiliate,25
EVT-079AEE7C9F4B,CUST-0312,SESS-93372DEA6B,2026-03-04 09:01:59,category_browse,/category/tops,,Tops,,tablet,affiliate,165
EVT-DBD8887C5665,CUST-0012,SESS-0F0F9200F7,2026-03-04 14:53:06,category_browse,/category/shoes,,Shoes,,tablet,tiktok,29
EVT-F1C254A2AF7A,CUST-0231,SESS-65175E8F1E,2026-03-04 19:59:07,category_browse,/category/outerwear,,Outerwear,,desktop,facebook,182
EVT-1B07063823DC,CUST-0046,SESS-6EB3BF7038,2026-03-02 16:19:46,product_view,/product/PROD-1102,PROD-1102,Denim,,tablet,google,223
EVT-5C9FE33FF4EB,CUST-0068,SESS-8F09CB1F0E,2026-03-04 09:27:19,product_view,/product/PROD-1184,PROD-1184,Accessories,,desktop,affiliate,235
EVT-B76251526863,CUST-0144,SESS-8B2079D978,2026-03-02 23:19:32,add_to_cart,/,PROD-1084,Outerwear,,mobile,affiliate,3
EVT-BF54887C181A,CUST-0152,SESS-A2E8CF9306,2026-03-03 10:58:51,product_view,/product/PROD-1136,PROD-1136,Activewear,,desktop,direct,161
EVT-46CB67375719,CUST-0150,SESS-31B637BDAD,2026-03-04 20:59:06,remove_from_cart,/,PROD-1064,Shoes,,desktop,affiliate,68
EVT-885477FC54C1,CUST-0369,SESS-B785B61FEA,2026-03-04 14:05:43,page_view,/sale,,,,desktop,facebook,11
EVT-CCA125F004CA,CUST-0037,SESS-3CFE9B221C,2026-03-03 00:00:29,remove_from_cart,/,PROD-1199,Swimwear,,tablet,affiliate,110
EVT-D4B8CCDD5C24,CUST-0067,SESS-EB1E8070BA,2026-03-03 13:50:40,remove_from_cart,/,PROD-1012,Tops,,desktop,email_campaign,257
EVT-D89CBE3EE8E4,CUST-0158,SESS-AF0605D1F0,2026-03-05 04:07:01,page_view,/sale,,,,tablet,instagram,300
EVT-FC84ED654A9D,CUST-0016,SESS-D96FAAFEBC,2026-03-03 05:28:06,page_view,/sale,,,,tablet,facebook,110
EVT-7BAB564421CA,CUST-0121,SESS-8D7E43F9B8,2026-03-02 23:34:56,remove_from_cart,/,PROD-1099,Dresses,,mobile,google,172
EVT-EA33176CB5E9,CUST-0458,SESS-56AB0F45BF,2026-03-04 19:59:41,category_browse,/category/activewear,,Activewear,,tablet,tiktok,198
EVT-0486DB4581C3,CUST-0096,SESS-DE5D354BF4,2026-03-03 09:57:25,wishlist_add,/,PROD-1155,Denim,,desktop,tiktok,199
EVT-C352F394591D,CUST-0231,SESS-94475BC935,2026-03-04 03:47:06,add_to_cart,/,PROD-1177,Shoes,,mobile,affiliate,120
EVT-3B375FF833A1,CUST-0400,SESS-BDD858CA38,2026-03-04 07:51:45,product_view,/product/PROD-1148,PROD-1148,Accessories,,desktop,instagram,39
EVT-83AEC4A7383A,CUST-0018,SESS-B1D3FDA04D,2026-03-04 13:39:52,remove_from_cart,/,PROD-1089,Tops,,mobile,email_campaign,261
EVT-052F9621AFAF,CUST-0342,SESS-2DBE8AE4B6,2026-03-04 19:28:36,category_browse,/category/swimwear,,Swimwear,,tablet,direct,274
EVT-97F8A3438449,CUST-0122,SESS-DE03A41784,2026-03-05 08:27:58,wishlist_add,/,PROD-1003,Accessories,,tablet,affiliate,292
EVT-2A8BA6B435CB,CUST-0225,SESS-66D3CECEDA,2026-03-03 01:06:54,add_to_cart,/,PROD-1185,Shoes,,tablet,instagram,231
EVT-872D64596D90,CUST-0348,SESS-12971AF85E,2026-03-02 12:52:56,product_view,/product/PROD-1174,PROD-1174,Swimwear,,mobile,email_campaign,290
EVT-B1926FF36F05,CUST-0290,SESS-C73BDADB00,2026-03-04 09:57:35,category_browse,/category/outerwear,,Outerwear,,desktop,affiliate,12
EVT-548B18A5778A,CUST-0302,SESS-6432A3C9E2,2026-03-03 12:51:54,category_browse,/category/dresses,,Dresses,,mobile,facebook,166
EVT-154106AEDFDA,CUST-0456,SESS-624101BFD2,2026-03-04 10:37:38,search,/search?q=linen+pants,,,linen pants,mobile,instagram,83
EVT-BC8330EC0B97,CUST-0300,SESS-60EDEB58BD,2026-03-05 08:23:50,product_view,/product/PROD-1136,PROD-1136,Activewear,,tablet,email_campaign,231
EVT-43CB8DCE33EB,CUST-0239,SESS-B94813B970,2026-03-03 20:54:48,wishlist_add,/,PROD-1084,Outerwear,,mobile,affiliate,299
EVT-424E215543A7,CUST-0372,SESS-D9E1C491F9,2026-03-04 12:23:22,page_view,/new-arrivals,,,,mobile,direct,177
EVT-0247E0D01950,CUST-0444,SESS-D865DB492D,2026-03-02 15:19:25,product_view,/product/PROD-1064,PROD-1064,Shoes,,desktop,affiliate,27
EVT-14AD55FACCB5,CUST-0311,SESS-593DCD4825,2026-03-03 03:09:27,category_browse,/category/denim,,Denim,,tablet,direct,135
EVT-B7927EF32EEE,CUST-0360,SESS-F25042686A,2026-03-03 22:57:11,category_browse,/category/swimwear,,Swimwear,,mobile,email_campaign,88
EVT-335CF75A9B44,CUST-0025,SESS-F4715482E2,2026-03-03 09:41:25,product_view,/product/PROD-1161,PROD-1161,Accessories,,desktop,affiliate,140
EVT-865FD041481D,CUST-0009,SESS-8308E7B296,2026-03-03 05:09:01,add_to_cart,/,PROD-1162,Swimwear,,mobile,email_campaign,250
EVT-44629531E6B9,CUST-0048,SESS-6CD7778B49,2026-03-04 11:31:47,wishlist_add,/,PROD-1159,Swimwear,,tablet,facebook,3
