transaction_id,customer_id,product_id,purchase_date,quantity,unit_price,total_amount,payment_method,channel
TXN-F80F776D5D1A,CUST-0151,PROD-1022,2024-05-27 02:43:05,1,55.63,55.63,gift_card,online
TXN-E8726B348B67,CUST-0283,PROD-1179,2024-06-29 12:04:37,1,275.75,275.75,paypal,online
TXN-77B4410E53E9,CUST-0322,PROD-1045,2025-05-23 13:00:49,2,88.23,176.46,apple_pay,mobile_app
TXN-B0CBB9E4C49B,CUST-0010,PROD-1073,2025-09-09 14:57:32,1,200.17,200.17,credit_card,online
TXN-061923F96E3F,CUST-0032,PROD-1118,2024-12-06 07:16:14,1,221.59,221.59,credit_card,in-store
TXN-B8EA526E601C,CUST-0219,PROD-1104,2024-05-12 10:27:50,1,65.49,65.49,debit_card,mobile_app
TXN-0DB54D00E884,CUST-0125,PROD-1133,2024-05-14 15:08:23,1,117.51,117.51,credit_card,online
TXN-A7518CB360D2,CUST-0371,PROD-1190,2024-11-07 11:19:28,3,25.34,76.02,debit_card,mobile_app
TXN-5339C601512E,CUST-0377,PROD-1160,2025-06-29 00:32:32,1,286.58,286.58,credit_card,online
TXN-F0A417E6DB93,CUST-0016,PROD-1167,2025-08-04 09:28:16,3,130.76,392.28,credit_card,in-store
TXN-361FDEB06B6A,CUST-0377,PROD-1109,2025-05-20 00:41:32,1,130.86,130.86,debit_card,mobile_app
TXN-7E8A51986787,CUST-0468,PROD-1193,2025-08-16 03:51:55,1,85.65,85.65,credit_card,in-store
TXN-AAF15893347E,CUST-0336,PROD-1045,2025-11-14 05:09:22,2,88.23,176.46,paypal,online
TXN-6FCD12EFF4C4,CUST-0437,PROD-1162,2024-02-09 01:46:47,1,28.25,28.25,credit_card,mobile_app
TXN-740D5F107704,CUST-0046,PROD-1085,2025-07-22 11:38:24,1,237.97,237.97,paypal,mobile_app
TXN-EED35F613A9A,CUST-0381,PROD-1160,2025-04-25 05:06:50,3,286.58,859.74,paypal,online
TXN-174CF13B83BD,CUST-0133,PROD-1060,2025-10-17 07:55:20,1,194.8,194.8,credit_card,in-store
TXN-334067EC1633,CUST-0210,PROD-1136,2025-05-08 18:19:07,1,118.55,118.55,credit_card,mobile_app
TXN-0EF4245863F5,CUST-0348,PROD-1032,2024-10-11 16:54:29,2,197.95,395.9,paypal,in-store
TXN-9F2F64DA6731,CUST-0002,PROD-1130,2025-10-11 19:33:39,1,208.42,208.42,paypal,in-store
TXN-458C95B0E70A,CUST-0478,PROD-1178,2024-08-25 02:56:03,2,271.16,542.32,debit_card,in-store
TXN-D63C3ED408F4,CUST-0040,PROD-1159,2025-09-27 00:02:29,2,149.73,299.46,gift_card,in-store
TXN-51A15EEA7DA4,CUST-0262,PROD-1069,2025-03-31 20:40:35,2,75.23,150.46,paypal,in-store
TXN-0DC3FC98D5BA,CUST-0425,PROD-1020,2024-04-03 08:17:59,1,131.9,131.9,debit_card,in-store
TXN-83D4B7EFB876,CUST-0008,PROD-1009,2024-06-18 02:20:15,1,146.41,146.41,gift_card,in-store
TXN-5FD01C988FB9,CUST-0257,PROD-1144,2025-04-13 02:39:51,1,76.64,76.64,debit_card,online
TXN-550FC7581367,CUST-0121,PROD-1080,2024-11-21 09:47:24,2,264.52,529.04,apple_pay,online
TXN-A035EE9B967B,CUST-0158,PROD-1185,2025-08-10 19:54:44,1,227.45,227.45,gift_card,online
TXN-A6F487765040,CUST-0486,PROD-1028,2025-06-06 09:22:05,1,222.76,222.76,paypal,in-store
TXN-B7AA2E71FEB8,CUST-0310,PROD-1188,2024-09-11 04:27:17,2,141.43,282.86,apple_pay,in-store
TXN-F53BC774E455,CUST-0295,PROD-1044,2025-09-12 20:45:21,1,28.07,28.07,apple_pay,in-store
TXN-46D232630019,CUST-0330,PROD-1022,2024-06-06 00:21:43,2,55.63,111.26,gift_card,in-store
TXN-0F1FCA571CFC,CUST-0397,PROD-1050,2024-05-04 18:05:37,1,85.0,85.0,gift_card,online
TXN-B5CAAFA4D69B,CUST-0238,PROD-1063,2025-10-28 11:33:55,1,83.31,83.31,debit_card,in-store
TXN-BE85FD5A45CB,CUST-0116,PROD-1086,2025-03-22 14:47:05,1,225.98,225.98,gift_card,mobile_app
TXN-0D988FB5AC21,CUST-0413,PROD-1045,2025-03-06 15:47:17,2,88.23,176.46,gift_card,in-store
TXN-94218D605C49,CUST-0275,PROD-1005,2025-09-21 09:08:48,3,271.38,814.14,apple_pay,online
TXN-D0E32211F861,CUST-0178,PROD-1025,2024-03-08 22:50:05,2,244.39,488.78,debit_card,online
TXN-69918502BCF9,CUST-0083,PROD-1094,2025-03-09 08:36:08,1,118.8,118.8,credit_card,mobile_app
TXN-9996D1B6C300,CUST-0096,PROD-1063,2024-07-03 00:39:10,2,83.31,166.62,paypal,online
TXN-59D1F8975735,CUST-0160,PROD-1156,2025-10-20 11:32:20,2,26.68,53.36,credit_card,online
TXN-BB60B8686D3A,CUST-0255,PROD-1036,2026-02-23 20:34:41,1,83.69,83.69,paypal,online
TXN-CD6116CCFE0E,CUST-0030,PROD-1051,2024-11-09 05:50:57,1,49.85,49.85,credit_card,mobile_app
TXN-BD682F8E7880,CUST-0229,PROD-1140,2024-03-17 21:26:36,2,262.27,524.54,credit_card,online
TXN-EDD146328755,CUST-0414,PROD-1070,2024-01-21 12:22:04,1,40.76,40.76,debit_card,in-store
TXN-E0629DE2D655,CUST-0471,PROD-1121,2025-01-08 22:00:57,2,90.67,181.34,credit_card,mobile_app
TXN-B964E7ECE255,CUST-0255,PROD-1191,2025-12-25 21:24:18,1,202.99,202.99,gift_card,in-store
TXN-D89400C2C748,CUST-0024,PROD-1199,2025-08-25 15:57:51,2,20.04,40.08,debit_card,in-store
TXN-61DAF51B2721,CUST-0351,PROD-1183,2024-03-20 02:45:12,1,103.56,103.56,gift_card,in-store
TXN-EAFE24197C51,CUST-0051,PROD-1148,2025-12-25 22:19:14,1,238.1,238.1,gift_card,in-store
TXN-68B1F95D29DE,CUST-0445,PROD-1093,2024-07-06 03:49:56,3,261.96,785.88,credit_card,online
TXN-7D120C8B0CEE,CUST-0491,PROD-1112,2025-06-08 14:15:42,1,144.99,144.99,gift_card,online
TXN-6EF91B95C772,CUST-0362,PROD-1030,2024-09-15 14:22:07,1,152.59,152.59,gift_card,mobile_app
TXN-863B493BC066,CUST-0347,PROD-1113,2024-01-06 09:06:51,1,109.28,109.28,paypal,online
TXN-F84757220BD2,CUST-0400,PROD-1119,2024-03-28 08:42:29,1,156.72,156.72,debit_card,in-store
TXN-B4FAADFF71B1,CUST-0058,PROD-1106,2024-02-12 16:54:55,1,37.38,37.38,gift_card,mobile_app
TXN-E7C118B60AA6,CUST-0263,PROD-1028,2025-12-31 02:11:09,2,222.76,445.52,debit_card,online
TXN-BDB29CF588D3,CUST-0458,PROD-1051,2025-08-19 19:54:46,1,49.85,49.85,apple_pay,in-store
TXN-18F54F7AB64B,CUST-0252,PROD-1198,2024-11-03 12:41:17,1,291.63,291.63,paypal,in-store
TXN-916EAD4A7BC4,CUST-0429,PROD-1058,2025-10-13 05:51:10,1,56.89,56.89,gift_card,online
TXN-5E770830D7D6,CUST-0461,PROD-1001,2025-03-21 12:31:43,1,97.88,97.88,gift_card,online
TXN-28699ED5FF4B,CUST-0345,PROD-1185,2025-07-23 02:00:39,2,227.45,454.9,apple_pay,in-store
TXN-95B80680E6F8,CUST-0444,PROD-1128,2024-09-20 15:29:14,1,148.19,148.19,apple_pay,mobile_app
TXN-D52A41505C92,CUST-0445,PROD-1075,2024-07-28 15:25:44,1,85.51,85.51,debit_card,in-store
TXN-936A2565D2CB,CUST-0494,PROD-1047,2024-07-07 19:24:07,1,290.29,290.29,paypal,mobile_app
TXN-D513C3842F03,CUST-0020,PROD-1098,2025-08-17 01:54:00,1,28.83,28.83,gift_card,in-store
TXN-E01C449D3BD3,CUST-0434,PROD-1116,2026-01-03 11:23:36,1,222.8,222.8,credit_card,in-store
TXN-D9B84729E738,CUST-0411,PROD-1113,2025-07-07 19:33:21,1,109.28,109.28,credit_card,in-store
TXN-ACA1EF8380CA,CUST-0318,PROD-1176,2025-07-20 12:08:54,1,275.02,275.02,debit_card,online
TXN-363E07E0EA19,CUST-0165,PROD-1014,2025-09-23 14:06:48,2,182.09,364.18,apple_pay,online
TXN-3C07DF273B61,CUST-0199,PROD-1018,2024-01-15 23:38:09,1,78.81,78.81,debit_card,online
TXN-A2441E6D16FB,CUST-0187,PROD-1011,2025-02-04 19:58:04,3,244.16,732.48,debit_card,in-store
TXN-6C8B61E5BE58,CUST-0435,PROD-1054,2024-06-23 18:32:10,2,94.04,188.08,gift_card,mobile_app
TXN-A6C0E9B0C1C4,CUST-0444,PROD-1056,2025-03-24 06:14:12,1,282.92,282.92,gift_card,in-store
TXN-E01208232C55,CUST-0258,PROD-1016,2024-01-16 20:59:17,1,94.04,94.04,apple_pay,online
TXN-A732B4AB33CA,CUST-0379,PROD-1108,2024-04-25 21:04:31,1,143.71,143.71,credit_card,in-store
TXN-21BF83E8254E,CUST-0440,PROD-1058,2024-06-05 19:05:32,1,56.89,56.89,apple_pay,online
TXN-E78B38208CCB,CUST-0194,PROD-1121,2025-08-25 22:42:44,2,90.67,181.34,apple_pay,in-store
TXN-40B929EDA3C6,CUST-0366,PROD-1062,2025-05-27 15:05:58,1,119.0,119.0,debit_card,in-store
TXN-81B82526F563,CUST-0282,PROD-1023,2025-05-21 04:37:46,1,204.47,204.47,credit_card,online
TXN-394CAD7AE99F,CUST-0451,PROD-1194,2026-02-13 15:43:29,1,258.62,258.62,paypal,in-store
TXN-69A91C664560,CUST-0394,PROD-1039,2025-10-21 09:59:44,1,146.13,146.13,credit_card,in-store
TXN-AAA70481481C,CUST-0242,PROD-1063,2025-05-13 13:56:36,1,83.31,83.31,credit_card,online
TXN-9DA577C389A7,CUST-0280,PROD-1197,2025-11-28 13:25:42,1,205.27,205.27,paypal,in-store
TXN-0BBC2EAB2E2E,CUST-0414,PROD-1025,2025-08-01 01:29:25,1,244.39,244.39,gift_card,in-store
TXN-0BF99836020F,CUST-0260,PROD-1025,2025-02-07 06:29:24,1,244.39,244.39,debit_card,in-store
TXN-A360F1A1E5BA,CUST-0438,PROD-1163,2025-12-18 11:22:50,1,44.55,44.55,debit_card,online
TXN-74D78E3C6035,CUST-0376,PROD-1098,2025-04-04 06:06:05,1,28.83,28.83,apple_pay,in-store
TXN-E923C0BF9E84,CUST-0389,PROD-1188,2025-07-28 11:34:48,2,141.43,282.86,apple_pay,in-store
TXN-484198440C28,CUST-0396,PROD-1118,2024-02-26 23:28:20,1,221.59,221.59,apple_pay,online
TXN-E6A0C3663623,CUST-0227,PROD-1026,2024-11-12 05:47:47,1,143.15,143.15,credit_card,mobile_app
TXN-4F5303EDAC01,CUST-0238,PROD-1031,2025-02-13 10:46:02,1,215.2,215.2,paypal,mobile_app
TXN-965DA192756C,CUST-0329,PROD-1192,2024-04-05 01:45:17,1,163.23,163.23,debit_card,online
TXN-35204DA1F5D0,CUST-0250,PROD-1081,2024-12-20 14:33:23,1,294.62,294.62,gift_card,online
TXN-F38BE87DE8CB,CUST-0398,PROD-1047,2025-04-05 14:34:35,2,290.29,580.58,credit_card,in-store
TXN-DA1D18A446AC,CUST-0258,PROD-1083,2024-10-08 06:42:01,2,122.85,245.7,paypal,online
TXN-E3952E14B472,CUST-0083,PROD-1144,2025-02-07 05:06:15,1,76.64,76.64,paypal,mobile_app
TXN-DA797C4694B1,CUST-0271,PROD-1103,2025-12-01 09:35:12,3,240.62,721.86,debit_card,mobile_app
TXN-950D9AE20AD5,CUST-0265,PROD-1076,2025-11-28 00:33:27,3,264.74,794.22,paypal,in-store
TXN-D3B13A65E2D8,CUST-0129,PROD-1034,2025-08-09 00:47:08,1,221.61,221.61,debit_card,online
TXN-6AA5B55FD990,CUST-0245,PROD-1017,2024-11-16 19:53:35,2,235.9,471.8,apple_pay,online
TXN-223340BC65BE,CUST-0373,PROD-1140,2025-09-14 18:08:26,3,262.27,786.81,paypal,in-store
TXN-D29B37D1A651,CUST-0355,PROD-1035,2024-07-13 18:31:05,1,118.5,118.5,debit_card,mobile_app
TXN-9496AB96BB6F,CUST-0221,PROD-1184,2026-01-08 04:07:27,1,203.5,203.5,gift_card,online
TXN-3A5D6F6D74E6,CUST-0209,PROD-1171,2025-02-12 22:31:52,1,283.7,283.7,gift_card,mobile_app
TXN-5D9DFA4D687C,CUST-0202,PROD-1151,2024-09-30 23:21:37,1,278.89,278.89,credit_card,mobile_app
TXN-EA6F4DD85B38,CUST-0172,PROD-1199,2024-12-31 13:15:18,1,20.04,20.04,apple_pay,online
TXN-74AEAFE48FBB,CUST-0178,PROD-1006,2024-08-12 22:10:19,1,210.87,210.87,paypal,online
TXN-F3E7D7F31076,CUST-0296,PROD-1107,2025-05-23 13:18:30,2,275.57,551.14,gift_card,in-store
TXN-BF26C590ADD9,CUST-0220,PROD-1065,2025-05-03 04:51:26,2,144.06,288.12,debit_card,mobile_app
TXN-F4D774DA4D7A,CUST-0336,PROD-1188,2025-11-30 09:51:35,1,141.43,141.43,credit_card,mobile_app
TXN-59E2120D865F,CUST-0243,PROD-1128,2025-12-20 19:48:44,1,148.19,148.19,paypal,mobile_app
TXN-D01014D43E62,CUST-0174,PROD-1088,2025-11-08 19:43:03,1,150.86,150.86,credit_card,mobile_app
TXN-84CB8ACE7DE9,CUST-0361,PROD-1007,2025-02-07 09:16:22,1,255.66,255.66,debit_card,online
TXN-A542C6C36136,CUST-0245,PROD-1053,2024-07-21 07:37:17,2,240.21,480.42,paypal,mobile_app
TXN-1FFFE4D0C353,CUST-0106,PROD-1046,2024-09-30 12:07:52,1,155.61,155.61,debit_card,mobile_app
TXN-9A7DD72637CD,CUST-0076,PROD-1123,2024-04-26 12:37:20,1,24.37,24.37,paypal,in-store
TXN-3EA02F5437DB,CUST-0334,PROD-1125,2024-07-06 11:43:27,1,42.96,42.96,paypal,online
TXN-E331C50A3AA9,CUST-0217,PROD-1042,2025-04-02 12:47:59,1,197.73,197.73,debit_card,mobile_app
TXN-4D555FF5E423,CUST-0453,PROD-1139,2025-03-24 20:50:28,1,180.35,180.35,apple_pay,mobile_app
TXN-554C5F19BDDC,CUST-0207,PROD-1147,2024-02-20 07:17:10,1,260.78,260.78,apple_pay,online
TXN-A15CA1A4BE9F,CUST-0482,PROD-1026,2024-01-13 05:10:38,2,143.15,286.3,debit_card,mobile_app
TXN-262C5CD3DD71,CUST-0439,PROD-1045,2024-10-06 21:42:11,1,88.23,88.23,paypal,mobile_app
TXN-B7D3BB8D9158,CUST-0407,PROD-1140,2025-02-17 10:27:30,1,262.27,262.27,debit_card,mobile_app
TXN-3F8E92135CCD,CUST-0204,PROD-1068,2024-04-30 06:52:49,1,184.87,184.87,credit_card,in-store
TXN-50F9D2D587C5,CUST-0280,PROD-1006,2025-11-30 22:43:34,2,210.87,421.74,paypal,online
TXN-87E3428B12EC,CUST-0472,PROD-1055,2024-05-04 20:58:21,2,59.13,118.26,paypal,online
TXN-60147E9F8533,CUST-0229,PROD-1199,2025-06-15 22:50:27,1,20.04,20.04,credit_card,online
TXN-D0C9DFD20A06,CUST-0150,PROD-1149,2024-10-13 23:57:58,1,296.32,296.32,paypal,in-store
TXN-C257EE58CF22,CUST-0094,PROD-1064,2025-08-08 05:42:11,3,292.1,876.3,gift_card,online
TXN-407C81984642,CUST-0437,PROD-1028,2025-11-15 09:37:29,2,222.76,445.52,debit_card,mobile_app
TXN-9ACE6FFC4815,CUST-0143,PROD-1113,2025-01-10 09:57:38,1,109.28,109.28,gift_card,online
TXN-0C2F0C39DD0A,CUST-0277,PROD-1056,2024-02-20 12:06:34,3,282.92,848.76,paypal,in-store
TXN-AF8B77B30A07,CUST-0134,PROD-1015,2025-06-27 09:16:02,1,299.56,299.56,gift_card,mobile_app
TXN-7A118A5B0228,CUST-0314,PROD-1140,2024-12-06 04:18:31,1,262.27,262.27,gift_card,online
TXN-1037862E522F,CUST-0066,PROD-1118,2026-02-05 05:55:38,2,221.59,443.18,debit_card,mobile_app
TXN-9D54C9CACBAD,CUST-0441,PROD-1022,2024-07-02 02:37:18,1,55.63,55.63,paypal,online
TXN-3D75C7F94DD1,CUST-0179,PROD-1166,2025-10-28 19:09:04,1,45.26,45.26,credit_card,online
TXN-D10B95E1E266,CUST-0426,PROD-1110,2025-12-04 00:45:10,2,124.84,249.68,paypal,mobile_app
TXN-6CE39FC4B920,CUST-0170,PROD-1043,2024-09-15 04:33:02,1,108.05,108.05,gift_card,mobile_app
TXN-087870E3219B,CUST-0156,PROD-1091,2026-01-30 00:38:08,3,193.06,579.18,apple_pay,mobile_app
TXN-0A6C6A1E073C,CUST-0384,PROD-1160,2024-02-06 08:13:33,1,286.58,286.58,paypal,mobile_app
TXN-57ED90958025,CUST-0001,PROD-1129,2025-11-06 12:20:52,2,290.96,581.92,apple_pay,online
TXN-76D21DEE9A10,CUST-0215,PROD-1191,2025-07-18 12:05:02,1,202.99,202.99,paypal,online
TXN-C5E22DEE66E0,CUST-0087,PROD-1011,2024-06-09 10:39:34,1,244.16,244.16,gift_card,online
TXN-6537170AD264,CUST-0305,PROD-1011,2024-04-30 18:53:28,1,244.16,244.16,apple_pay,in-store
TXN-A4180B53A01B,CUST-0452,PROD-1060,2025-03-10 04:14:52,1,194.8,194.8,apple_pay,mobile_app
TXN-E288B168B7E2,CUST-0294,PROD-1008,2024-09-26 07:03:28,1,43.97,43.97,debit_card,in-store
TXN-38E506F2767E,CUST-0491,PROD-1049,2024-09-26 05:34:58,1,32.87,32.87,credit_card,online
TXN-D152426052B4,CUST-0126,PROD-1091,2024-08-27 04:12:09,1,193.06,193.06,apple_pay,mobile_app
TXN-34C99AB526D7,CUST-0413,PROD-1084,2024-04-02 05:49:51,1,145.19,145.19,credit_card,mobile_app
TXN-B2F55FAB3706,CUST-0453,PROD-1186,2025-06-08 12:18:14,1,35.02,35.02,apple_pay,in-store
TXN-4C8932742F0F,CUST-0408,PROD-1183,2024-02-21 20:52:43,1,103.56,103.56,debit_card,in-store
TXN-8AC5CC1134D3,CUST-0298,PROD-1129,2025-03-18 11:29:41,2,290.96,581.92,debit_card,mobile_app
TXN-CD3DA091988F,CUST-0100,PROD-1193,2024-10-26 10:10:12,2,85.65,171.3,debit_card,in-store
TXN-F9B959529E4C,CUST-0436,PROD-1063,2024-09-10 12:57:40,1,83.31,83.31,gift_card,in-store
TXN-9A1E909C3FAE,CUST-0068,PROD-1001,2024-02-11 09:40:10,2,97.88,195.76,apple_pay,mobile_app
TXN-3B2C80A8C6DF,CUST-0383,PROD-1189,2024-12-24 01:20:36,1,127.38,127.38,credit_card,online
TXN-7CE904C1CC80,CUST-0426,PROD-1068,2024-05-20 12:48:43,2,184.87,369.74,debit_card,mobile_app
TXN-27C62F63370B,CUST-0030,PROD-1113,2025-09-02 05:27:29,2,109.28,218.56,apple_pay,mobile_app
TXN-117C7EAFECAB,CUST-0308,PROD-1157,2024-03-28 16:18:14,1,46.04,46.04,credit_card,online
TXN-A94B940D3B6B,CUST-0125,PROD-1127,2024-04-26 21:40:15,1,58.87,58.87,paypal,in-store
TXN-DFBE9DC8FB68,CUST-0159,PROD-1150,2024-09-05 15:12:45,1,138.59,138.59,credit_card,online
TXN-8DDA33F2E386,CUST-0197,PROD-1046,2025-02-20 15:17:02,1,155.61,155.61,credit_card,mobile_app
TXN-24B6856C9696,CUST-0105,PROD-1114,2024-05-31 21:50:05,1,240.02,240.02,gift_card,online
TXN-C93D5B2A65EC,CUST-0093,PROD-1101,2024-12-21 20:43:18,1,229.24,229.24,credit_card,in-store
TXN-57ED6587A6C8,CUST-0191,PROD-1059,2024-07-18 00:14:36,2,82.02,164.04,paypal,in-store
TXN-C5DCC72EFD00,CUST-0243,PROD-1081,2025-09-11 06:26:39,1,294.62,294.62,apple_pay,in-store
TXN-F4D0FB36DF82,CUST-0053,PROD-1036,2025-10-23 08:07:13,2,83.69,167.38,credit_card,in-store
TXN-BE30378ADDFB,CUST-0415,PROD-1196,2024-01-08 00:07:30,1,261.51,261.51,gift_card,mobile_app
TXN-01C31A44690B,CUST-0082,PROD-1168,2025-02-21 05:22:36,2,69.75,139.5,apple_pay,online
TXN-469863BD5085,CUST-0139,PROD-1015,2024-06-13 12:02:29,1,299.56,299.56,credit_card,in-store
TXN-2FC40212F57C,CUST-0354,PROD-1058,2025-07-04 21:24:20,2,56.89,113.78,credit_card,in-store
TXN-2D16BD735262,CUST-0049,PROD-1069,2024-08-04 19:41:47,1,75.23,75.23,credit_card,mobile_app
TXN-A9CDE8C0B7A5,CUST-0328,PROD-1026,2024-03-17 16:37:24,1,143.15,143.15,gift_card,in-store
TXN-2C40F538134B,CUST-0249,PROD-1151,2024-08-04 22:48:40,1,278.89,278.89,apple_pay,in-store
TXN-215D5F552914,CUST-0310,PROD-1032,2025-01-25 10:02:53,1,197.95,197.95,debit_card,online
TXN-99E4B875D524,CUST-0498,PROD-1023,2025-01-02 00:40:19,1,204.47,204.47,apple_pay,mobile_app
TXN-317589F5C3F3,CUST-0409,PROD-1172,2024-06-19 01:00:50,1,103.26,103.26,gift_card,online
TXN-1A74558CC2B2,CUST-0377,PROD-1001,2026-01-20 11:22:02,1,97.88,97.88,paypal,online
TXN-E878BD4EFA40,CUST-0221,PROD-1126,2024-11-04 00:12:01,1,163.47,163.47,debit_card,online
TXN-8357D0D9F89B,CUST-0388,PROD-1043,2025-10-29 23:30:05,1,108.05,108.05,apple_pay,online
TXN-85EC020C1917,CUST-0184,PROD-1158,2024-09-14 18:17:14,3,216.19,648.57,apple_pay,in-store
TXN-CED8177D84AB,CUST-0367,PROD-1138,2025-11-04 02:15:33,1,161.51,161.51,apple_pay,online
TXN-ABA085294758,CUST-0453,PROD-1133,2026-02-21 02:12:24,1,117.51,117.51,apple_pay,mobile_app
TXN-0D9EEA6DD6D0,CUST-0270,PROD-1135,2024-09-23 21:01:40,1,181.65,181.65,apple_pay,mobile_app
TXN-CC1CA63004E5,CUST-0224,PROD-1181,2024-07-28 16:15:29,2,116.38,232.76,paypal,online
TXN-135FC23949EF,CUST-0010,PROD-1189,2025-09-10 02:44:03,1,127.38,127.38,paypal,online
TXN-92D9333AAE84,CUST-0338,PROD-1149,2025-07-16 23:43:15,2,296.32,592.64,apple_pay,online
TXN-DCCB9BCDD41E,CUST-0442,PROD-1199,2025-05-10 08:47:15,1,20.04,20.04,apple_pay,online
TXN-3D8CBAB6EDA3,CUST-0403,PROD-1149,2024-09-04 00:50:37,1,296.32,296.32,debit_card,online
TXN-7D67F78D3D6D,CUST-0446,PROD-1089,2024-06-14 02:45:41,1,116.45,116.45,gift_card,online
TXN-A7F1F9295BA3,CUST-0181,PROD-1186,2025-09-22 06:53:50,2,35.02,70.04,debit_card,in-store
TXN-A7DA335AA7AC,CUST-0229,PROD-1044,2024-10-20 03:21:20,1,28.07,28.07,gift_card,in-store
TXN-42AA472FFF56,CUST-0451,PROD-1046,2024-05-20 19:17:30,1,155.61,155.61,debit_card,online
TXN-5BF2C31AA309,CUST-0126,PROD-1070,2024-09-28 20:35:19,1,40.76,40.76,gift_card,online
TXN-3C10D1DD1ED6,CUST-0404,PROD-1003,2025-10-10 13:43:52,1,123.64,123.64,paypal,online
TXN-84A46B98125C,CUST-0426,PROD-1177,2024-07-27 18:00:27,1,240.0,240.0,paypal,in-store
TXN-E704470D4EEE,CUST-0001,PROD-1067,2025-06-16 08:27:06,3,142.13,426.39,credit_card,mobile_app
TXN-401CF2B820EF,CUST-0185,PROD-1110,2024-04-13 16:44:37,1,124.84,124.84,paypal,in-store
TXN-C47418059AC8,CUST-0332,PROD-1010,2024-12-25 18:38:54,1,97.96,97.96,gift_card,online
TXN-109443F884E6,CUST-0026,PROD-1188,2024-12-07 03:30:21,2,141.43,282.86,debit_card,in-store
TXN-B22B187B175E,CUST-0391,PROD-1051,2024-10-02 22:46:16,1,49.85,49.85,debit_card,online
TXN-C5A711C366D0,CUST-0153,PROD-1118,2024-12-11 03:56:50,1,221.59,221.59,paypal,online
TXN-DA4E88A883CC,CUST-0356,PROD-1011,2024-02-03 00:55:00,1,244.16,244.16,gift_card,online
TXN-11CA48AA6560,CUST-0237,PROD-1124,2025-05-12 16:17:20,1,142.37,142.37,paypal,in-store
TXN-332B89BB4DDE,CUST-0205,PROD-1028,2025-10-11 07:37:18,3,222.76,668.28,credit_card,in-store
TXN-4FE46262D060,CUST-0500,PROD-1111,2025-08-30 06:38:25,2,168.93,337.86,apple_pay,online
TXN-9086E57CF2AC,CUST-0363,PROD-1134,2025-07-03 21:39:03,2,112.67,225.34,credit_card,online
TXN-E81FE1835C52,CUST-0294,PROD-1083,2024-09-26 11:12:44,1,122.85,122.85,debit_card,in-store
TXN-8E6BB2D2AF43,CUST-0217,PROD-1023,2025-10-23 03:55:03,1,204.47,204.47,debit_card,online
TXN-21C2FF161DC3,CUST-0345,PROD-1028,2024-11-03 22:27:09,1,222.76,222.76,paypal,online
TXN-52DF9830C4E2,CUST-0007,PROD-1164,2025-02-06 07:17:44,3,27.29,81.87,apple_pay,mobile_app
TXN-E3582FDDE321,CUST-0048,PROD-1111,2024-11-06 18:23:27,1,168.93,168.93,credit_card,in-store
TXN-BE8E463933EE,CUST-0179,PROD-1070,2025-03-22 22:26:09,2,40.76,81.52,credit_card,mobile_app
TXN-A3BAA7F9B374,CUST-0101,PROD-1117,2025-12-30 21:57:43,1,169.41,169.41,paypal,mobile_app
TXN-657E3CF2A4CC,CUST-0186,PROD-1122,2024-02-19 03:51:04,3,198.28,594.84,paypal,mobile_app
TXN-36325CAA659D,CUST-0107,PROD-1064,2024-10-06 17:09:04,1,292.1,292.1,gift_card,online
TXN-B360B7D9713B,CUST-0420,PROD-1071,2024-04-17 21:42:36,2,247.06,494.12,paypal,in-store
TXN-E3E0BD9D54E0,CUST-0440,PROD-1087,2025-11-16 15:51:01,1,218.66,218.66,credit_card,online
TXN-B0C1ACD27C2B,CUST-0428,PROD-1126,2024-10-20 06:26:19,1,163.47,163.47,debit_card,in-store
TXN-EA6BF1BA4F9D,CUST-0358,PROD-1046,2024-09-19 01:35:42,1,155.61,155.61,apple_pay,mobile_app
TXN-0E23A8993D37,CUST-0113,PROD-1113,2025-02-19 06:22:41,1,109.28,109.28,credit_card,in-store
TXN-BC3D5EC6BECF,CUST-0087,PROD-1056,2025-10-27 11:56:00,1,282.92,282.92,apple_pay,online
TXN-BE5F42774DA8,CUST-0257,PROD-1099,2025-11-27 22:20:05,1,78.05,78.05,gift_card,online
TXN-C6FE257E94AA,CUST-0085,PROD-1091,2025-07-28 08:16:37,2,193.06,386.12,debit_card,in-store
TXN-FC0077439389,CUST-0432,PROD-1194,2024-03-05 09:49:54,1,258.62,258.62,apple_pay,mobile_app
TXN-F941C96A0CF8,CUST-0240,PROD-1044,2025-11-04 23:58:27,1,28.07,28.07,apple_pay,online
TXN-CBC5550769E2,CUST-0335,PROD-1003,2024-01-05 23:47:08,3,123.64,370.92,gift_card,in-store
TXN-984C54304BA1,CUST-0117,PROD-1128,2025-05-01 03:42:26,2,148.19,296.38,paypal,mobile_app
TXN-2B2C620FCA64,CUST-0484,PROD-1068,2025-08-30 02:37:58,1,184.87,184.87,apple_pay,online
TXN-FCABDDEFED5D,CUST-0165,PROD-1199,2024-01-25 20:39:05,1,20.04,20.04,credit_card,mobile_app
TXN-198C3F2C0322,CUST-0400,PROD-1056,2024-04-30 15:05:52,1,282.92,282.92,apple_pay,mobile_app
TXN-4B8B0F389B69,CUST-0219,PROD-1012,2025-09-29 18:58:48,1,133.79,133.79,credit_card,in-store
TXN-1F9646CB3237,CUST-0114,PROD-1116,2025-02-10 21:14:08,1,222.8,222.8,apple_pay,online
